TITLE     = "Visualization of the volumetric solution | Visualization of the surface solution"
VARIABLES = "x"
"y"
"z"
"Density"
"Momentum U (Density*U)"
"Momentum V (Density*V)"
"Momentum W (Density*W)"
"Energy (Density*E)"
"SA Turbulent Eddy Viscosity"
"Pressure"
"Temperature"
"Pressure_Coefficient"
"Mach"
"Laminar_Viscosity"
"Skin_Friction_Coefficient"
"Heat_Flux"
"Y_Plus"
"Eddy_Viscosity"
ZONE T="WingSurface"
 STRANDID=0, SOLUTIONTIME=0
 Nodes=1453, Elements=1408, ZONETYPE=FEQuadrilateral
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 7.946516871E-01 0.000000000E+00 -1.530740992E-03 1.087810993E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.565772031E+05 1.000000013E-10 1.026308984E+05 3.286659851E+02 1.865652055E-01 0.000000000E+00 1.978516957E-05 9.087276994E-04 -1.094890015E+03 8.273205757E+00 5.051498781E-29
 7.831153274E-01 0.000000000E+00 -3.065658035E-03 1.070945978E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.517865000E+05 1.000000013E-10 1.007146016E+05 3.276084900E+02 1.452338994E-01 0.000000000E+00 1.973729923E-05 9.718409274E-04 -1.285285034E+03 8.503314972E+00 4.780054001E-29
 7.710400224E-01 0.000000000E+00 -4.643956199E-03 1.052564025E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.470869062E+05 1.000000013E-10 9.883477344E+04 3.271081848E+02 1.046886966E-01 0.000000000E+00 1.971462007E-05 1.033887966E-03 -1.460392944E+03 8.707158089E+00 4.475630079E-29
 7.582172155E-01 0.000000000E+00 -6.295509171E-03 1.031954050E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.421700938E+05 1.000000013E-10 9.686803906E+04 3.270018921E+02 6.226922944E-02 0.000000000E+00 1.970979974E-05 1.100520021E-03 -1.705228027E+03 8.894575119E+00 4.138279074E-29
 7.444748282E-01 0.000000000E+00 -8.032660000E-03 1.012267947E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.375070000E+05 1.000000013E-10 9.500282031E+04 3.269424133E+02 2.203919925E-02 0.000000000E+00 1.970710036E-05 1.171663054E-03 -1.971776001E+03 9.088931084E+00 3.832993900E-29
 7.296761274E-01 0.000000000E+00 -9.851547889E-03 9.946833253E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.333090000E+05 1.000000013E-10 9.332360938E+04 3.268414001E+02 -1.417881995E-02 0.000000000E+00 1.970252015E-05 1.240669051E-03 -2.239413086E+03 9.271854401E+00 3.576001119E-29
 7.137194872E-01 0.000000000E+00 -1.174356975E-02 9.786570072E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.294787031E+05 1.000000013E-10 9.179147656E+04 3.267398987E+02 -4.722473025E-02 0.000000000E+00 1.969791992E-05 1.302698976E-03 -2.491582031E+03 9.415519714E+00 3.353394914E-29
 6.965354085E-01 0.000000000E+00 -1.369735971E-02 9.644147754E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.260740938E+05 1.000000013E-10 9.042964062E+04 3.266459961E+02 -7.659745216E-02 0.000000000E+00 1.969365076E-05 1.354055945E-03 -2.712480957E+03 9.533254623E+00 3.164466001E-29
 6.780858040E-01 0.000000000E+00 -1.570178010E-02 9.519107938E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.230780938E+05 1.000000013E-10 8.923122656E+04 3.265509949E+02 -1.024454013E-01 0.000000000E+00 1.968933975E-05 1.396224950E-03 -2.901447998E+03 9.617940903E+00 3.005494026E-29
 6.583613157E-01 0.000000000E+00 -1.774770953E-02 9.410399199E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.204750000E+05 1.000000013E-10 8.819000000E+04 3.264688110E+02 -1.249032989E-01 0.000000000E+00 1.968561082E-05 1.430117991E-03 -3.055110107E+03 9.675190926E+00 2.872170021E-29
 6.373794079E-01 0.000000000E+00 -1.982828975E-02 9.313834906E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.181539062E+05 1.000000013E-10 8.726157812E+04 3.263810120E+02 -1.449279934E-01 0.000000000E+00 1.968163087E-05 1.457697945E-03 -3.184096924E+03 9.718454361E+00 2.757754134E-29
 6.151822209E-01 0.000000000E+00 -2.193862014E-02 9.223365188E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.159832031E+05 1.000000013E-10 8.639329688E+04 3.263030090E+02 -1.636555046E-01 0.000000000E+00 1.967808930E-05 1.482281019E-03 -3.301649902E+03 9.754584312E+00 2.653588106E-29
 5.918337107E-01 0.000000000E+00 -2.407179028E-02 9.133592844E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.138347031E+05 1.000000013E-10 8.553389062E+04 3.262322998E+02 -1.821915954E-01 0.000000000E+00 1.967488060E-05 1.506670960E-03 -3.421337891E+03 9.785120964E+00 2.553023869E-29
 5.674178004E-01 0.000000000E+00 -2.621524967E-02 9.041188955E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.116345000E+05 1.000000013E-10 8.465379688E+04 3.261755066E+02 -2.011737972E-01 0.000000000E+00 1.967229946E-05 1.533722039E-03 -3.559681885E+03 9.815561295E+00 2.452231980E-29
 5.420349836E-01 0.000000000E+00 -2.834651992E-02 8.949893713E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.094880000E+05 1.000000013E-10 8.379520312E+04 3.261607056E+02 -2.196926028E-01 0.000000000E+00 1.967163007E-05 1.561018056E-03 -3.697290039E+03 9.852732658E+00 2.354915041E-29
 5.158014297E-01 0.000000000E+00 -3.043071926E-02 8.858513832E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.073137031E+05 1.000000013E-10 8.292549219E+04 3.261050110E+02 -2.384510934E-01 0.000000000E+00 1.966909986E-05 1.595856971E-03 -3.878757080E+03 9.912494659E+00 2.261073051E-29
 4.888459146E-01 0.000000000E+00 -3.242037073E-02 8.788179755E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.056815000E+05 1.000000013E-10 8.227260156E+04 3.261268921E+02 -2.525328994E-01 0.000000000E+00 1.967008939E-05 1.634223969E-03 -4.075081055E+03 9.983141899E+00 2.189782949E-29
 4.613089859E-01 0.000000000E+00 -3.425873071E-02 8.738275170E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.044869062E+05 1.000000013E-10 8.179477344E+04 3.260845032E+02 -2.628389895E-01 0.000000000E+00 1.966817035E-05 1.654742984E-03 -4.191455078E+03 1.001891994E+01 2.141094988E-29
 4.333414137E-01 0.000000000E+00 -3.588550165E-02 8.722348213E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.042040000E+05 1.000000013E-10 8.168159375E+04 3.262279053E+02 -2.652800977E-01 0.000000000E+00 1.967468052E-05 1.653201994E-03 -4.222432129E+03 9.997860909E+00 2.123417961E-29
 4.051027000E-01 0.000000000E+00 -3.724471852E-02 8.754205704E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.049650938E+05 1.000000013E-10 8.198604688E+04 3.262522888E+02 -2.587133050E-01 0.000000000E+00 1.967579010E-05 1.676007989E-03 -4.330362793E+03 1.008189964E+01 2.154246983E-29
 3.767595887E-01 0.000000000E+00 -3.829269111E-02 8.828995824E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.067290000E+05 1.000000013E-10 8.269157812E+04 3.262723999E+02 -2.434961051E-01 0.000000000E+00 1.967669959E-05 1.704834984E-03 -4.441798828E+03 1.020806980E+01 2.228503018E-29
 3.484835923E-01 0.000000000E+00 -3.900327161E-02 8.941869140E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.094525000E+05 1.000000013E-10 8.378100781E+04 3.263981018E+02 -2.199985981E-01 0.000000000E+00 1.968240940E-05 1.712822006E-03 -4.486439941E+03 1.029022026E+01 2.342628962E-29
 3.204481900E-01 0.000000000E+00 -3.937102854E-02 9.080410004E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.127724062E+05 1.000000013E-10 8.510896094E+04 3.265127869E+02 -1.913567036E-01 0.000000000E+00 1.968760989E-05 1.715583028E-03 -4.505791016E+03 1.037265968E+01 2.489245946E-29
 2.928262949E-01 0.000000000E+00 -3.940996155E-02 9.233062267E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.164430000E+05 1.000000013E-10 8.657718750E+04 3.266541138E+02 -1.596893072E-01 0.000000000E+00 1.969402001E-05 1.712428988E-03 -4.500648926E+03 1.044437981E+01 2.658303023E-29
 2.657868862E-01 0.000000000E+00 -3.914874047E-02 9.382842183E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.200060000E+05 1.000000013E-10 8.800240625E+04 3.267311096E+02 -1.289492995E-01 0.000000000E+00 1.969751975E-05 1.724386006E-03 -4.527244141E+03 1.056042004E+01 2.833531051E-29
 2.394932956E-01 0.000000000E+00 -3.862372041E-02 9.522309899E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.233199062E+05 1.000000013E-10 8.932796875E+04 3.267951050E+02 -1.003589034E-01 0.000000000E+00 1.970041922E-05 1.743213972E-03 -4.564395996E+03 1.069480991E+01 3.004467866E-29
 2.141000926E-01 0.000000000E+00 -3.787264973E-02 9.658074975E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.266140000E+05 1.000000013E-10 9.064559375E+04 3.269537964E+02 -7.193987072E-02 0.000000000E+00 1.970762059E-05 1.743472996E-03 -4.540888184E+03 1.076348972E+01 3.176030909E-29
 8.322952986E-01 1.324930936E-01 -1.456502010E-03 1.084542990E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.563422031E+05 1.000000013E-10 1.025368984E+05 3.293544922E+02 1.845377982E-01 0.000000000E+00 1.981629975E-05 9.029762005E-04 -1.052911987E+03 8.377494812E+00 4.967573976E-29
 8.213598132E-01 1.326372027E-01 -2.916814061E-03 1.072530031E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.528752969E+05 1.000000013E-10 1.011501016E+05 3.285390930E+02 1.546272039E-01 0.000000000E+00 1.977943066E-05 9.350200999E-04 -1.174043945E+03 8.480297089E+00 4.777731149E-29
 8.099141121E-01 1.327847987E-01 -4.418232013E-03 1.059617043E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.494662969E+05 1.000000013E-10 9.978653125E+04 3.280599976E+02 1.252166927E-01 0.000000000E+00 1.975775012E-05 9.660206852E-04 -1.251004028E+03 8.577839851E+00 4.566760871E-29
 7.977604866E-01 1.329389960E-01 -5.989151075E-03 1.043027043E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.454860000E+05 1.000000013E-10 9.819439062E+04 3.279602966E+02 9.087666869E-02 0.000000000E+00 1.975322994E-05 1.012842986E-03 -1.424291016E+03 8.739280701E+00 4.290355017E-29
 7.847356796E-01 1.331005991E-01 -7.641298231E-03 1.026332021E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 2.415355000E+05 1.000000013E-10 9.661420312E+04 3.279316101E+02 5.679443106E-02 0.000000000E+00 1.975192936E-05 1.069164020E-03 -1.628194946E+03 8.938996315E+00 4.022980871E-29
